,LLM-Centric,Alignment-Based
66,"Virtual الفرقُ الافتراضية are held to the same standards of excellence as conventional الفرق التقليدية, but there are subtle differences. Virtual team أعضاء الفريق الافتراضي often function as the نقطة اتصال of لمجموعاتهم for their immediate physical المادية الفورية. They often have more استقلالية than conventional team أعضاء الفرق التقليدية as their فرقهم may meet according to varying time مناطق زمنية which may not be understood by their local إدارتهم المحلية. The وجود of a true ""فريق خفي"" (Larson and LaFasto, 1989, p109) is also a unique مكون of a virtual فريق إفتراضي. The ""الفريق غير المرئي"" is the فريق الإدارة to which each of the عضوٍ report. The الفريق غير المرئي sets the المعايير for each عضو.",نظريات المحتوى are centered on finding what makes الناس tick or appeals to them. These نظريات suggest that الناس have certain احتياجات and/or رغبات which have been internalized as they mature to البلوغ. These نظريات look at what it is about certain الناس that make them want the أشياء that they do and what أشياء in their بيئة will make them do or not do certain أشياء. Two popular نظريات المحتوى are ماسلو's تسلسل الهرمي للاحتياجات Theory and هيرزبرج's العامل الثاني Theory.
67,Content نظريات are centered on finding what makes الناس tick or appeals to them. These النظريات suggest that الناس have certain احتياجات و رغبات which have been internalized as they mature to adulthood. These النظريات look at what it is about certain الأشخاص that make them want the الأشياء that they do and what الأشياء in their بيئتهم المحيطة will make them do or not do certain أشياء. Two popular content نظريات are Maslow's تسلسل الهرمي للاحتياجات and Hertzberg's نظرية العامل الثاني.,The much-abused and often-ridiculed قاعدة of أثلاث is a simple مبدأ توجيهي creating الديناميكية while keeping a قدر of النظام in an صورة. It states that the most effective مكان for the main موضوع is at the تقاطع of الخطوط dividing the صورة into thirds vertically and horizontally (see مثال).
68,The much-abused and often-ridiculed قاعدة التثليث is a simple مبدأ توجيهي creating الديناميكية while keeping a قدر من النظام in an صورة واضحة. It states that the most effective مكان مؤثر for the main موضوع الرئيسي is at the تقاطع الخطوط dividing the صورة into thirds vertically and horizontally (see المثال).,"For مثال, the most common still صورة تصوير تنسيق in the عالم is 35 مم, which was the dominant فيلم حجم at the نهاية of the تناظري film عصر. It is still produced اليوم, but more importantly its نسبة عرض has been inherited by digital كاميرا صورة مستشعر تنسيقات. The 35mm تنسيق is actually, somewhat confusingly, 36mm in عرض by 24mm in ارتفاع. The نسبة عرض of this format (dividing by twelve to obtain the simplest whole عدد ratio) is therefore said to be 3:2. Many common تنسيقات (نظام الصور المتقدم عائلة of formats, for مثال) are equal to or closely approximate this نسبة عرض."
69,"For سبيل المثال, the most common still تنسيق تصوير الصور الساكنة in the العالم is 35mm, which was the dominant حجم الفيلم المسيطر at the نهاية of the analog عصر الفيلم التناظري. It is still produced today, but more importantly its نسبة عرضه إلى ارتفاعه has been inherited by digital تنسيقات مستشعر الصور في الكاميرات الرقمية. The 35mm نموذج is actually, somewhat confusingly, 36mm in عرض by 24mm in ارتفاع. The نسبة الأبعاد of this الصورة (dividing by twelve to obtain the simplest whole-number نسبة) is therefore said to be 3:2. Many common صيغ (APS مجموعة صيغ of نظام الصور المتقدم, for سبيل المثال) are equal to or closely approximate this نسبة العرض إلى الارتفاع.",The عيوب of عدسات التكبير is that the التعقيد البؤري and عدد عناصر العدسة required to achieve a نطاق of أطوال البؤرية is much greater than for prime lenses. This is becoming less of an أهمية as مصنعي العدسات achieve higher معايير in إنتاج العدسات. This has allowed عدسات التكبير to produce صور of a جودة comparable to that achieved by lenses with fixed طول البؤري. Another عيوب of عدسات التكبير is that the maximum فتحة (the سرعة) of the lens is usually lower. This makes inexpensive عدسات التكبير hard to use in ظروف الإضاءة المنخفضة without a فلاش.
70,The عيوب of zoom عدسات is that the focal تعقيد and عدد of lens عناصر required to achieve a نطاق of focal أطوال is much greater than for prime العدسات. This is becoming less of an أهمية as lens مصنعي achieve higher معايير in lens إنتاج. This has allowed zoom عدسات to produce صور of a جودة comparable to that achieved by العدسات with fixed focal طول. Another عيوب of zoom عدسات is that the maximum فتحة (the سرعة) of the العدسة is usually lower. This makes inexpensive zoom عدسات hard to use in low-light ظروف without a فلاش.,"التصوّف is the سعي of تداخل with, تماهي with, or وعي إدراكي of an ultimate واقع, ألوهة, حقيقة روحانيّة, or إله. The مؤمن seeks a direct تجربة, حدس, or رؤية into divine reality/the إله or معبودين. المتابعون pursue certain طرق of حياة, or ممارسات that are intended to nurture those تجارب. الصوفيّة can be distinguished from other أشكال of religious إيمان and عبادة by its إبراز on the direct personal تجربة of a unique حالة of وعي, particularly those of a peaceful, insightful, blissful, or even ecstatic طابع."
71,"التصوّف is the pursuit of communion with, identity with, or conscious إدراكي of an ultimate واقع, ألوهة, spiritual حقيقة, or إله. The المؤمن seeks a direct تجربة, حدس, or رؤية into divine reality/the المعبود or معبودين. المتابعون pursue certain ways of living, or ممارسات that are intended to nurture those تجارب. الصوفيّة can be distinguished from other forms of religious إيمان and تعبّد by its إبراز on the direct personal تجربة of a unique حالة of إدراك, particularly those of a peaceful, insightful, blissful, or even شاطح nature.","For a long لفترة during the nineteenth and twentieth القرنين, it was believed the first السكان of نيوزيلندا were the الماوري شعب, who hunted giant الطيور called المواس. The النظرية then established the فكرة that the الماوري شعب migrated from بولنيزيا in a الأسطول الكبير and took نيوزيلندا from the الموريوري, establishing an agricultural مجتمعاً. However, new أدلة suggests that the الموريوري were a مجموعة of mainland الماوري who migrated from نيوزيلندا to the جزر الشاتام, developing their own distinctive, peaceful ثقافتهم. There was also another قبيلة on the جزر Chatham these were الماوري who migrated away from نيوزيلندا. They called themselves the الموريوري there were a few مناوشات and in the النهاية, the الموريوري were wiped out"
72,"For a long فترة طويلة during the nineteenth and twentieth القرنين التاسع عشر والعشرين, it was believed the first السكان الأصليين of New Zealand were the Maori شعب الماوري, who hunted giant الطيور العملاقة called المواس. The النظرية then established the فكرة that the Maori شعب الماوري migrated from Polynesia in a Great الأسطول الكبير and took New Zealand from the Moriori, establishing an agricultural مجتمعاً زراعياً. However, new أدلة جديدة suggests that the Moriori were a مجموعة of mainland Maori who migrated from New Zealand to the Chatham جزر الشاتام, developing their own distinctive, peaceful ثقافتهم المميزة والسلمية. There was also another قبيلة أخرى on the Chatham جزر تشاتام these were Maori who migrated away from New Zealand. They called themselves the Moriori there were a few المناوشات and in the end, the Moriori were تم القضاء على","الأوريجامي البسيط is origami with the restriction that only one طيه may be done at a مرة, more complex طيات like reverse طيات are not allowed, and all طيات have straightforward مواقع. It was developed by جون سميث in the السبعينات to help inexperienced مجلدات or those with limited مهارات الحركية."
73,"الأوريجامي البسيط is origami with the restriction that only one طية may be done at a time, more complex طيات like reverse طيات are not allowed, and all طيات have straightforward مواقع. It was developed by John Smith in the السبعينات to help inexperienced مجلدات or those with limited motor مهارات.","The حضارة وادي السند was a العصر البرونزي civilisation in the northwest Indian شبه القارة encompassing most of modern-day باكستان and some المناطق in northwest الهند and شمال شرق أفغانستان. The حضارة flourished in the أحواض of the نهر السند wherefore it derives its اسم. Although some العلماء speculate that since the حضارة also existed in the أحواض of the now dried up نهر ساراسواتي, it should be aptly called the حضارة السند-ساراسواتي, while some call it the الحضارة الهارابية after هارابا, the first of its مواقع to be excavated in the العشرينيات."
74,"The حضارة وادي السند was a العصر البرونزي حضارة in the شبه القارة الهندية الشمالية الغربية encompassing most of modern-day باكستان and some المناطق in شمال غرب الهند and شمال شرق أفغانستان. The حضارة flourished in the أحواض of the نهر السند wherefore it derives its اسمه. Although some العلماء speculate that since the حضارة also existed in the أحواض of the now dried up نهر ساراسواتي, it should be aptly called the حضارة السند والساراسواتي, while some call it the الحضارة الهارابية after قرية هارابا, the first of its مواقع to be excavated in العشرينيات.","الجشع and والأنانية will always be with us and it is the فطبيعة of التعاون that when the الغالبية benefit there will always be more to gain in the short المدى by acting selfishly Hopefully, most الناس will realise that their long term best خياراتهم is to work together with معاً."
75,"Greed and selfishness will always be with us and it is the طبيعة of التعاون that when the الغالبية benefit there will always be more to gain in the short المدى القصير by acting selfishly Hopefully, most الناس will realise that their long المدى الطويل best خياراتهم is to work together with others.","The حرب نفقات of الولايات المتحدة إمبريالية in the غزوها of the الفلبين were paid for by the الشعب الفلبيني themselves. They were compelled to pay الضرائب to the U.S. colonial نظام to defray a major جزء of the نفقات and the فوائد on سندات floated in the اسم of the Philippine حكومة through the وول ستريت مصرفية منازل. Of طبيعة الحال, the أرباح فائقة derived from the protracted استغلال of the Filipino شعب would constitute the basic مكاسب of U.S. imperialism."
76,"The حرب إمبريالية expenditures of U.S. الولايات المتحدة الأمريكية in the غزوها of the الفلبين were paid for by the Filipino الشعب الفلبيني. They were compelled to pay الضرائب to the U.S. colonial النظام الاستعماري to defray a major جزء كبير of the النفقات and the الفوائد on السندات floated in the اسم of the Philippine الحكومة الفلبينية through the Wall Street banking المنازل المصرفية. Of course, the الأرباح الفائقة derived from the protracted الاستغلال المطول of the Filipino الشعب الفلبيني would constitute the basic المكاسب الأساسية of U.S. الإمبريالية الأمريكية.","To understand the فرسان المعبد one must understand the سياق that prompted the إنشاء of the تنظيم. The عصر where the أحداث took دارت is commonly referred as the العصور الوسطى العليا the فترة of European تاريخ in the 11th, والثاني عشر, and 13th قرن (1000-1300 بعد الميلاد). The العصور الوسطى العليا were preceded by the العصور الوسطى المبكرة and followed by the أواخر العصور الوسطى, which by بمجملها ends around 1500."
77,"To understand the فرسان المعبد one must understand the السياق الدافع that prompted the إنشاء of the التنظيم. The العصر where the الأحداث took place is commonly referred as the High Middle Ages the فترة of European التاريخ in the 11th, 12th, and 13th centuries (AD 1000–1300). The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by مجملها ends around 1500.","The militaristic الطبيعة of the الإمبراطورية Roman aided in the تطوير of medical التقدم. الأطباء began to be recruited by الإمبراطور أوغسطس and even formed the first Roman فيلق طبي for استخدامه in the بعد of المعارك. الجراحون had علم of various المسكنات including المورفين from المستخلص of الخشخاش بذور and السكوبولامين from النباتات بذور. They became proficient at البتر to save المرضى from الغنغرينا as well as العاصبات and arterial المشابك to stem الدم flow. Over multiple قرون, the الإمبراطورية Roman led to great مكاسب in the مجال of الطب and formed much of the المعرفة we know اليوم."
78,"The militaristic الطبيعة العسكرية of the Roman الإمبراطورية الرومانية aided in the تطوير of medical التقدم الطبي. الأطباء began to be recruited by Emperor Augustus and even formed the first Roman Medical فيلق طبي for use in the بعد المعارك. الجراحون had علم of various المسكنات including المورفين from بذور of poppy الخشخاش and السكوبولامين from herbane النباتات. They became proficient at البتر to save المرضى from الغنغرينا as well as العاصبات and arterial المشابك to stem تدفق الدم. Over multiple قرون, the Roman الإمبراطورية الرومانية led to great مكاسب in the مجال الطب and formed much of the المعرفة we know today.","الرؤية, or the القدرة to see depends on visual جهاز الحس أعضاء or عينين. There are many different تركيبات of eyes, ranging in تعقيد depending on the احتياجات of the كائن. The different تركيبات have different قدرات, are sensitive to different أطوال موجات and have differing درجات of حدة, also they require different معالجة to make لفهم of the مدخلات and different أرقام to work optimally."
79,"Vision, or the ability to see depends on visual أعضاء الحس sensory جهاز الرؤية or العينين. There are many different constructions of العين, ranging in درجة تعقيد depending on the احتياجات of the الكائن الحي. The different constructions have different قدرات, are sensitive to different أطوال موجات and have differing درجات of الحدة, also they require different معالجة to make فهم of the المدخلات and different الأرقام to work optimally.","السيخية is a دين from the Indian شبه القارة. It originated in the البنجاب منطقة during the 15th قرن from a sectarian انقسام within the Hindu تقاليد. السيخ consider their إيمان to be a separate دين from الهندوسية though they acknowledge its Hindu جذور and تقاليد. السيخ call their دين جورمات, which is البنجابي for ""طريق of the معلم"". The معلم is a fundamental جانب of all Indian أديان but in السيخية has taken on an أهمية that forms the جوهر of Sikh معتقدات. The دين was founded in the 15th قرن by جورو ناناك (1469–1539). There followed in تسلسل a further nine معلمين."
80,"""السيخية is a دين from the Indian sub-continent. It originated in the منطقة البنجاب خلال القرن الخامس عشر from a انقسام طائفي within the التقاليد الهندوسية. Sikhs consider their إيمانهم to be a separate ديانة from الهندوسية though they acknowledge its الجذور والتقاليد الهندوسية. Sikhs call their دينهم Gurmat, which is Punjabi for """"طريق المعلم"""". The المعلم is a fundamental جانب of all Indian الأديان but in السيخية has taken on an أهمية that forms the جوهر of Sikh معتقدات. The دين was founded in the القرن الخامس عشر by جورو ناناك (1469–1539). There followed in التسلسل a further nine غورو.""","""اضطراب نقص الانتباه """"is a متلازمة عصبية whose classic defining ثلاثة of أعراض including الاندفاع، التشتت، and فرط النشاط or excess الطاقة"""". It is not a إعاقة in التعلم, it is an اضطراب in التعلم; it """"affects 3 to 5 بالمائة of all الأطفال, perhaps as many as 2 million American الأطفال"""". الأطفال with اضطراب نقص الانتباه have a hard وقت focusing on أشياء like المدرسية work, but they can concentrate on أشياء they enjoy doing like playing ألعاب or watching their favorite رسوم متحركة or writing جمل without ترقيم. These الأطفال tend to get into a كثير of مشاكل, because they """"engage in risky سلوكيات, get into مشاجرات, and challenge سلطة"""" in أمر to stimulate their دماغ, since their دماغ can not be stimulated by normal طرق. اضطراب نقص الانتباه affects علاقات with other أقران because other الأطفال can not understand why they act the طريقة that they do or why they spell the طريقة they do or that their مستوى نضج is different."""
81,"""اضطراب نقص الانتباه """"is a neurological متلازمة عصبية whose classic defining أعراض معتادة of الاندفاع، وسهولة التشتت، وفرط النشاط including impulsivity, distractibility, and hyperactivity or excess الطاقة الزائدة"""". It is not a learning إعاقة, it is a learning اضطراب; it """"يستهدف ما بين 3 إلى 5 بالمائة من كل الأطفال، أي ما يعادل 2 مليون من الأطفال الأمريكيين"""". الأطفال المصابين باضطراب نقص الانتباه have a hard صعوبة focusing on أشياء like الواجبات المدرسية, but they can concentrate on الأشياء التي يستمتعون القيام بها like playing اللعب or watching their favorite الرسوم المتحركة or writing الجمل without علامات ترقيم. These الأطفال tend to get into a lot of المشاكل, because they """"ينخرطون في سلوكيات محفوفة بالمخاطر، ويتشاجرون، ويتحدون السلطة"""" in order to stimulate their عقولهم, since their أدمغتهم can not be stimulated by normal الطرق العادية. ADD affects العلاقات with other الأقران because other الأطفال الآخرين can not understand why they act the طريقة they do or why they spell they تكلمهم they do or that their مستوى نضجهم is different.""","While المشروع based التعلم should make التعلم easier and more interesting, المساندة goes a خطوة beyond. المساندة is not a طريقة of التعلم but rather an مساعدة that provides الدعم to الأفراد whom are undergoing a new تعليمية تجربة such as using a new كمبيوتر برنامج or beginning a new مشروع. التعلم التفاعلي can be both virtual and real, in other كلمات, a معلم is a شكل of التعلم التفاعلي but so is the little مشبك الورق رجل in مايكروسوفت أوفيس. Virtual التعلم التفاعلي are internalized in the برنامج and are meant to question, prompt, and explain إجراءات that may have been to challenging for the طالب to handle alone."
82,"While التعلم القائم على المشروع should make عملية التعلم easier and more interesting, المساندة goes a تتجاوز ذلك beyond. التعلم التفاعلي is not a طريقة of للتعلم but rather an وسيلة مساعدة that provides الدعم to الأفراد whom are undergoing a new تجربة تعليمية such as using a new برنامج كمبيوتر or beginning a new مشروع. التعلم التفاعلي can be both virtual and real, in other words, a المعلم is a شكل من أشكال التعلم التفاعلي but so is the little رجل مشبك الورق in Microsoft Office. Virtual التعلم التفاعلي are internalized in the البرنامج and are meant to question, prompt, and explain الإجراءات that may have been to challenging for the الطالب to handle alone.","ماي سبيس is the third most popular مواقع الإلكترونيّة used in the الولايات المتّحدة and has 54 million حساب currently. These مواقع have gotten a كبير of اهتمام, especially in the تعليمية بيئة. There are positive جوانب to these مواقع, which include, being able to easily setup a صف page which can include مدونات, فيديو, صور, and other مميزات. This page can easily be accessed by providing just one عنوان ويب, which makes it easy to remember and easy to type in for طلاب who may have مشكلة using the لوحة المفاتيح or with تهجئة. It can be customized to make it easy to read and also with as much or little ألوان as desired."
83,"MySpace is the third most popular المواقع الإلكترونيّة used in the United الولايات المتّحدة and has 54 million حساب currently. These المواقع الإلكترونية have gotten a lot of اهتمامٍ كبير, especially in the البيئة التعليمية. There are positive جوانب to these المواقع, which include, being able to easily setup a صفحة الصف التدريبي which can include المدونات, مقاطع الفيديو, الصور, and other مميزات. This الصفحة can easily be accessed by providing just one عنوان ويب, which makes it easy to remember and easy to type in for الطلاب who may have مشكلة using the لوحة المفاتيح or with التهجئة. It can be customized to make it easy to read and also with as much or little الألوان as desired.","However, in حزيران 1956, كروتشوف's وعود were put to the محك when أعمال الشغب in بولندا, where العمال were protesting against الغذاء نقص and الأجور cuts, turned into a general احتجاج against الشيوعي. Although in the نهاية, خروتشوف sent in دبابات to restore النظام, he did give المجال to some economic مطالب and agreed to appoint the popular فلاديسلاف جومولكا as the new رئيساً للوزراء."
84,"However, in حزيران 1956, Krushchev's وعود were put to the المحك when أعمال الشغب in بولندا, where العمال were protesting against نقص في الغذاء and اقتطاعات الأجور, turned into a general احتجاج against النظام الشيوعي. Although in the نهاية الأمر, Krushchev sent in دبابات to restore النظام, he did give المجال to some المطالب الاقتصادية and agreed to appoint the popular Wladyslaw Gomulka as the new رئيس الوزراء.","Germany كانت عدواً مشتركاً في الحرب العالمية الثانية، leading to تعاون between الاتحاد السوفيتي and الولايات المتحدة الأمريكية. With the نهاية of the حرب the تصادم of نظام, إجراءات and ثقافة led to the دول falling out. With two سنوات of the نهاية of the حرب, the former حلفاء were now أعداء and the الحرب الباردة began. It was to last for the next 40 سنوات and would be fought for real, by جيوش بالوكالة, on ساحات القتال from أفريقيا to آسيا, in أفغانستان, كوبا and many other أماكن."
85,"Germany was a common عدواً مشتركاً in World War 2, leading to التعاون between the USSR and USA. With the نهاية of the الحرب the تصادم of الأنظمة, الإجراءات and الثقافات led to the الصراع falling out. With two عامين on the نهاية of the الحرب, the former الحلفاء were now أعداء and the Cold War began. It was to last for the next 40 عاماً and would be fought for real, by proxy جيوش بالوكالة, on ساحات القتال from Africa to Asia, in Afghanistan, Cuba and many other الأماكن الأخرى.",The الجهاز العصبي maintains التوازن by sending سيالات عصبية through out the جسم to keep the تدفق of دم going as well as undisturbed. These سيالات عصبية can be sent so quickly throughout the جسم which helps keep the جسم safe from any potential تهديد.
86,The الجهاز العصبي maintains homeostasis by sending سيالات عصبية through out the الجسم to keep the تدفق of الدم going as well as undisturbed. These نبضات عصبية can be sent so quickly throughout the الجسم which helps keep the الجسم safe from any potential تهديد.,"The هرم الأكبر at الجيزة is the only واحد of the عجائب السبع that is still standing اليوم. Built by the مصريين in the third قرن BCE, the هرم الأكبر is واحد of many large هرم structures built to honor dead فرعون. The هضبة الجيزة, or ""الجيزة Necropolis"" in the مصري Valley of the موتى contains several أهرامات (of which the great هرم is the largest), several small مقابر, several معابد, and the great أبو الهول. The هرم الأكبر was created to honor the Pharaoh خوفو, and many of the smaller أهرامات, مقابر, and معابد were built to honor خوفو's زوجات and أسرة members."
87,"""The Great هرم الأكبر at Giza is the only one of the seven عجائب السبع that is still standing today. Built by the المصريين in the third القرن الثالث BCE, the Great هرم الأعظم is one of many large أهرامات ضخمة built to honor dead فرعون. The Giza هضبة, or """"Giza مدينة جنائزية"""" in the Egyptian وادي الموتى contains several أهرامات (of which the great هرم الأكبر is the largest), several small مقابر صغيرة, several معابد, and the great أبو الهول. The great هرم الأكبر was created to honor the فرعون Khufu, and many of the smaller أهرامات, مقابر, and معابد were built to honor Khufu's زوجات and أفراد أسرته.""","The معبد of أرتميس at أفسس was destroyed on يوليو 21, 356 قبل الميلاد in an حريق of arson committed by هيروستراتوس. According to the رواية, his دافعه was الوصول at any ثمن. The أفسس, outraged, announced that هيروستراتوس' اسم never be recorded. The Greek المؤرخ سترابو later noted the name, which is how we know اليوم. The معبد was destroyed on the same الليلة that الإسكندر the الأكبر was born. الإسكندر, as ملك, offered to pay to rebuild the معبد, but his عرض was denied. Later, after الإسكندر died, the معبد was rebuilt in 323 قبل الميلاد."
88,"The معبد أرتميس في أفسس was destroyed on July 21, 356 BCE in an حريق متعمد committed by Herostratus. According to the الرواية, his دافع was الوصول إلى الشّهرة at any ثمن. The Ephesians, outraged, announced that Herostratus' اسم never be recorded. The Greek المؤرخ Strabo later noted the الاسم, which is how we know today. The المعبد was destroyed on the same الليلة that Alexander the Great was born. Alexander, as ملكاً, offered to pay to rebuild the المعبد, but his عرض was denied. Later, after Alexander died, the المعبد was rebuilt in 323 BCE.","The first known مواصلات was walking, البشر began walking upright two million عام ago with the ظهور of الهومو إريكتوس (meaning upright الإنسان). Their أسلافهم, the أسترالوبيثكس did not walk upright as habitually. Bipedal فصائل are found in أسترالوبيثكس حفريات from 4.2-3.9 million سنةٍ ago, although ساحيلانثروبوس may have walked on two قدمين as early as seven million years ago."
89,"The first known وسيلة مواصلات was walking, البشر began walking upright two million عام ago with the ظهور of Homo Erectus (meaning upright الإنسان المنتصب). Their أسلافهم, the Australopithecus did not walk upright as habitually. Bipedal فصائل are found in Australopithecus حفريات from 4.2-3.9 million سنةٍ ago, although Sahelanthropus may have walked on two قدمين as early as seven million سنةٍ ago.","Using السُفن to transport البضائع is by far the most efficient الطريقة to move large كمياتٍ of الأشخاصِ and البضائع across المحيطات. The وظيفة of القوّات البحريّة has traditionally been to ensure that your بلدك maintains the قدرة to move your شعبك and البضائع, while at the same الوقت, interfering with your عدوّك's قدرة to move his شعبك and البضائع. One of the most noteworthy recent الأمثلة of this was the شمال الأطلسي حملة of الحرب العالمية الثانية. The الأمريكيون were trying to move الأفراد and المواد across the المحيط الأطلسي to help بريطانيا. At the same time, the German البحرية, using mainly الغواصات, was trying to stop this الغزو. Had the الحلفاء failed, ألمانيا probably would have been able to conquer بريطانيا as it had the بقية of أوروبا."
90,"Using السُفن to transport البضائع is by far the most efficient الطريقة to move large كمياتٍ of الأشخاصِ and البضائعِ across المحيطات. The وظيفة of القوّات البحريّة has traditionally been to ensure that your بلدك maintains the قدرة to move your شعبك and بضائعه, while at the same الوقت نفسه, interfering with your عدوّك's قدرة to move his شعبه and بضائعه. One of the most noteworthy recent الأمثلة of this was the North Atlantic حملة of WWII. The الأمريكيون were trying to move الأفراد and المواد across the المحيط الأطلسي to help بريطانيا. At the same الوقت ذاته, the German البحرية الألمانية, using mainly الغواصات, was trying to stop this الغزو. Had the الحلفاء failed, ألمانيا probably would have been able to conquer بريطانيا as it had the بقية of أوروبا.","The اختراع of spoke العجلات made Assyrian العربات lighter, faster, and better prepared to outrun الجنود and other chariots. السهام from their deadly الأقواس could penetrate the دروع of rival soldiers. About 1000 قبل الميلاد, the الآشوريون introduced the first سلاح فرسان. A سلاح الفرسان is an جيش that fights on ظهور الخيل. The السرج had not yet been invented, so the Assyrian سلاح الفرسان fought on the bare ظهور of their خيولهم."
91,"The اختراع العجلات ذات العوارض of spoke عربات made Assyrian عربات lighter, faster, and better prepared to outrun الجنود and other عربات. السهام from their deadly أقواس could penetrate the دروع of rival جنود. About 1000 B.C., the Assyrians introduced the first سلاح فرسان. A سلاح الفرسان is an جيش that fights on ظهور الخيل. The السرج had not yet been invented, so the Assyrian فرسان fought on the bare ظهور of their خيول.","The البابليون built each of their آلهتهم a primary معبداً that was considered the بيت of the إله. الناس would bring القرابين to the آلهة and the كهنة would try to attend to the احتياجات of the آلهة through الاحتفالات and أعياد. Each معبد had an open معبد ساحة and then an inner خلوة that only the كهنة could enter. Sometimes special أهرامات shaped أبراج, called زقورة, were built to be a جزء of the معابد. The قمة of the برج was special خلوة for the إله."
92,"The البابليون built each of their آلهتهم a primary معبداً that was considered the بيت of the الإله. الناس would bring القرابين to the الآلهة and the الكهنة would try to attend to the احتياجات of the الآلهة through الاحتفالات and الأعياد. Each معبد had an open ساحة مفتوحة and then an inner خلوة آمنة that only the الكهنة could enter. Sometimes special أبراج فريدة shaped أهرامات, called زقورة, were built to be a جزء of the المعابد. The قمة of the البرج was special ملاذاً آمناً for the الإله.","Yes! الملك Tutankhamun, sometimes referred to as ""الملك Tut"" or ""The الصبي King"", is one of the most well known ancient Egyptian ملوك in modern أزمنة. Interestingly, he was not considered to be very important in ancient أزمنة and was not recorded on most ancient ملك قوائم. However, the اكتشاف of his قبر in 1922 made him a مشهور. While many قبور of the ماضي were robbed, this قبر was left virtually undisturbed. Most of the أغراض buried with Tutankhamun have been well preserved, including آلاف of قطع أثرية made from precious معادن and rare أحجار."
93,"""Yes! الملك توت عنخ آمون, sometimes referred to as ""الملك توت"" or ""الملك الصبي"", is one of the most well known ancient Egyptian ملوك in modern العصر الحديث. Interestingly, he was not considered to be very important in الأيام الغابرة and was not recorded on most ancient لوائح الملوك. However, the اكتشاف of his قبر in 1922 made him a من المشاهير. While many مقابر of the الماضي were robbed, this القبر was left virtually undisturbed. Most of the القطع buried with توت عنخ آمون have been well preserved, including thousands of القطع الأثرية made from المعادن الثمينة and الأحجار النادرة.""","We know many سياسيين, علماء, and فنانين. Possibly the most known شخص of this ثقافة is هوميروس, the legendary blind شاعر, who composed two روائع of Greek أدب: the قصائد الإلياذة and الأوديسا. سوفوكليس and أريستوفان are still popular كتاب مسرحيات and their مسرحيات are considered to be among the greatest أعمال of عالم literature. Another famous يوناني is a رياضياتي فيثاغورس, mostly known for his famous نظرية about علاقات of the أضلاع of right مثلثات."
94,"We know many Greek سياسيين, علماء, and فنانين. Possibly the most known شخص of this ثقافة is Homer, the legendary blind شاعر, who composed two روائع of Greek أدب: the الإلياذة Iliad and Odyssey. Sophocles and Aristophanes are still popular كتاب المسرحيات and their مسرحيات are considered to be among the greatest أعمال of world أدب. Another famous Greek is a عالم الرياضيات Pythagoras, mostly known for his famous نظرية about العلاقات بين أضلاع المثلث القائم.","In the warm مناخ of the الشرق الأوسط, the منزل was not so important. Most of the حياة of the Hebrew عائلة happened in the open هواء. نساء did the طبخ in the فناء; متاجر were just open أنضاد looking into the شارع. حجر was used for building منازل. There were no large غابات in the أرض of كنعان, so خشب was extremely expensive."
95,"In the warm مناخ of the Middle East, the منزل was not so important. Most of the حياة of the Hebrew العائلة happened in the open الهواء الطلق. النساء did the تطبخ in the الفناء; المتاجر were just open أنضاد looking into the الشارع. الحجر was used for building المنازل. There were no large غابات in the أرض of Canaan, so الخشب was extremely expensive.","غرينلاند was settled sparsely. In the الملحمات الإسكندنافية they say that إريك الأحمر was exiled from أيسلندا for القتل, and when travelling further west, found غرينلاند and named it غرينلاند. But regardless of his اكتشافه, Eskimo قبائل were already living there at the وقت. Though each دولة was 'إسكندنافية', there were many اختلافات between the ناس, ملوك, عادات and تاريخ of الدنمارك, السويد, النرويج and أيسلندا."
96,"Greenland was settled sparsely. In the الملحمات الإسكندنافية they say that Erik the Red was exiled from Iceland for القتل, and when travelling further west, found غرينلاند and named it غرينلاند. But regardless of his اكتشافه, قبائل الإسكيمو were already living there at the سابقاً. Though each دولة was 'إسكندنافية', there were many اختلافات between the الناس, الملوك, العادات and التاريخ of Denmark, Sweden, Norway and Iceland.","While most of their طعامهم would be familiar to us, الرومان did have their نصيبهم of strange or unusual العيد عناصر, including wild الخنازير البرية, والطاووس, والقواقع, and a نوع of القوارض called a الزغبة Another تباين was that while the poor الناس and المرأة ate their طعامهم while sitting in المقاعد, the rich الرجال liked to have الولائم together where they would lounge on their جانبهم while they ate their واجبات. Ancient الرومانية meals couldn't have included أطعمة that came to أوروبا from أمريكا or from آسيا in later قرون. For المثال, they didn't have ذرة, nor طماطم, nor بطاطس, nor كاكاو, and no ancient الرومان ever tasted a ديك رومي."
