,LLM-Centric,Alignment-Based
70,The 缺点 of zoom 镜头 is that the focal 复杂度 and 透镜元件的数量 required to achieve a 范围 of focal 距 is much greater than for prime 镜头. This is becoming less of an 问题 as lens 制造商 achieve higher 标准 in lens 生产. This has allowed zoom 镜头 to produce 照片 of a 质量 comparable to that achieved by 镜头 with fixed focal 距. Another 缺点 of zoom 镜头 is that the maximum 光圈 (the 速度) of the 镜头 is usually lower. This makes inexpensive zoom 镜头 hard to use in low-light 条件 without a 闪光灯.,"神秘主义 is the 追求 of 交流 with, 认同 with, or conscious 知觉意识 of an ultimate 现实, 神性, spiritual 真理, or 上帝. The 信徒 seeks a direct 体验, 直觉, or 顿悟 into divine reality/the 神性 or 诸神. 追随者 pursue certain 生活方式 of 生活, or 修行 that are intended to nurture those 经验. 神秘主义 can be distinguished from other 形式 of religious 信仰 and 崇拜 by its 强调 on the direct personal experience of a unique 状态 of 意识, particularly those of a peaceful, insightful, blissful, or even ecstatic 性质."
71,"神秘主义 is the pursuit of communion with, identity with, or conscious 意识 of an ultimate 现实, 神性, spiritual 真理, or 上帝. The 信徒们 seeks a direct 体验, 直觉, or 顿悟 into divine reality/the 神性 or 诸神. 追随者 pursue certain ways of living, or 修行 that are intended to nurture those 经验. 神秘主义 can be distinguished from other forms of religious 信仰 and 崇拜 by its 强调 on the direct personal 体验 of a unique 意识状态 of 意识, particularly those of a peaceful, insightful, blissful, or even ecstatic 状态.","For a long 时间 during the nineteenth and twentieth 世纪, it was believed the first 居民 of 新西兰 were the Maori 人, who hunted giant 鸟 called 恐鸟. The 理论 then established the 观点 that the Maori people migrated from 波利尼西亚 in a 大船 and took 新西兰 from the 莫里奥里人, establishing an agricultural 社会. However, new 证据 suggests that the Moriori were a 族群 of mainland Maori who migrated from 新西兰 to the 查塔姆群岛, developing their own distinctive, peaceful 文化. There was also another 部落 on the Chatham 群岛 these were Maori who migrated away from 新西兰. They called themselves the Moriori there were a few 小冲突 and in the 最后, the Moriori were wiped out"
72,"For a long 很长一段时间 during the nineteenth and twentieth 世纪, it was believed the first 居民 of New Zealand were the Maori 人, who hunted giant 鸟类 called 恐鸟. The 理论 then established the 观点 that the Maori 人 migrated from Polynesia in a Great 船 and took New Zealand from the Moriori, establishing an agricultural 社会. However, new 证据 suggests that the Moriori were a 族群 of mainland Maori who migrated from New Zealand to the Chatham 群岛, developing their own distinctive, peaceful 文化. There was also another 部落 on the Chatham 群岛 these were Maori who migrated away from New Zealand. They called themselves the Moriori there were a few 小冲突 and in the end, the Moriori were wiped out","净土折纸 is origami with the 限制规则 that only one 折叠 may be done at a 时间, more complex 折叠 like reverse 折叠 are not allowed, and all 折叠 have straightforward 位置. It was developed by 约翰•史密斯 in the 70 年代 to help inexperienced 折纸人 or those with limited 动手能力."
73,"净土折纸 is origami with the restriction that only one 折叠 may be done at a time, more complex 动作 like reverse 折叠 are not allowed, and all 折叠 have straightforward 位置. It was developed by John Smith in the 20世纪70年代 to help inexperienced 折纸人 or those with limited motor 动手能力.","The 印度河流域文明 was a 青铜时代 文明 in the northwest 印度 次大陆 encompassing most of modern-day 巴基斯坦 and some 区域 in northwest 印度 and 东北部 阿富汗. The 文明 flourished in the 盆地 of the 印度河 wherefore it derives its 名. Although some 学者 speculate that since the 文明 also existed in the 盆地 of the now dried up 萨拉斯瓦蒂河, it should be aptly called the Indus-Sarasvati 文明, while some call it the Harappan 文明 after 哈拉帕, the first of its 遗址 to be excavated in the 20世纪20年代."
74,"The 印度河流域文明 was a Bronze Age 文明 in the northwest Indian 次大陆 encompassing most of modern-day 巴基斯坦 and some 地区 in northwest 印度 and northeast 阿富汗. The 文明 flourished in the 盆地 of the Indus 河 wherefore it derives its 名. Although some 学者 speculate that since the 文明 also existed in the 流域 of the now dried up Sarasvati 河, it should be aptly called the Indus-Sarasvati 文明, while some call it the Harappan 文明 after 哈拉帕, the first of its 遗址 to be excavated in the 1920s.","贪婪 and 自私 will always be with us and it is the 本质 of 合作 that when the 大多数人 benefit there will always be more to gain in the short 期 by acting selfishly Hopefully, most 人 will realise that their long term best 选择 is to work together with 他人."
75,"Greed and selfishness will always be with us and it is the 本质 of 合作 that when the 大多数人 benefit there will always be more to gain in the short 期 by acting selfishly Hopefully, most 人 will realise that their long 远 best 选择 is to work together with others.","The 战争 开支 of 美国 帝国主义 in the 征服 of the 菲律宾 were paid for by the Filipino 人民 themselves. They were compelled to pay 税 to the 美国 colonial 政权 to defray a major 部分 of the 开支 and the 利息 on 债券 floated in the 名义 of the Philippine 政府 through the 华尔街 银行 房屋. Of 课程, the 超额利润 derived from the protracted 剥削 of the Filipino 人民 would constitute the basic 收益 of 美国 帝国主义."
76,"The 战争 expenditures of U.S. 帝国主义 in the 征服 of the 菲律宾 were paid for by the Filipino 人民. They were compelled to pay 税 to the U.S. colonial 政权 to defray a major 部分 of the 开支 and the 利息 on 债券 floated in the 名义 of the Philippine 政府 through the Wall Street banking 银行. Of course, the 高额利润 derived from the protracted 剥削 of the Filipino 人民 would constitute the basic 收益 of U.S. 帝国主义.","To understand the 圣殿骑士 one must understand the 背景 that prompted the 成立 of the 圣殿骑士团. The 时代 where the 事件 took 发生 is commonly referred as the 中世纪盛时 the 时期 of European 史 in the 11th, 12 和 13世纪 (公元 1000–1300). The 中世纪盛期 were preceded by the 中世纪早期 and followed by the 中世纪晚期, which by 约定俗成 ends around 1500."
77,"To understand the 圣殿骑士 one must understand the 背景 that prompted the 成立 of the 圣殿骑士团. The 时代 where the 事件 took place is commonly referred as the High Middle Ages the 中世纪盛时 of European 史 in the 11th, 12th, and 13th centuries (AD 1000–1300). The High Middle Ages were preceded by the Early Middle Ages and followed by the Late Middle Ages, which by 约定俗成 ends around 1500.","The militaristic 性质 of the Roman 帝国 aided in the 发展 of medical 进步. 医生 began to be recruited by 皇帝 奥古斯都 and even formed the first Roman 医疗队 for 用于 in the 战后 of 战后医疗. 外科医生 had 了解 of various 镇静剂 including 吗啡 from 提取 of 罂粟 种子 and 东莨菪碱 from 莨菪 种子. They became proficient at 截肢 to save 患者 from 坏疽 as well as 止血带 and arterial 钳 to stem 血液 流动. Over multiple 世纪, the Roman 帝国 led to great 成果 in the 领域 of 医学 and formed much of the 知识 we know 今天."
78,"The militaristic 性质 of the Roman 帝国 aided in the 进步和发展 of medical 医学. 医生 began to be recruited by Emperor Augustus and even formed the first Roman Medical 队 for use in the 战后 医疗. 外科医生 had 了解 of various 镇静剂 including 吗啡 from 种子 of poppy 罂粟 and 东莨菪碱 from herbane 莨菪. They became proficient at 截肢 to save 患者 from 坏疽 as well as 止血带 and arterial 钳 to stem 血液 流动. Over multiple 世纪, the Roman 帝国 led to great 成果 in the 医学领域 and formed much of the 知识 we know today.","视觉, or the 能力 to see depends on visual 系统 感觉 器官 or 眼睛. There are many different 构造 of 眼睛, ranging in 复杂程度 depending on the 需要 of the 生物体. The different 构造 have different 功能, are sensitive to different 波长 and have differing 度 of 敏锐度, also they require different 处理 to make 理解 of the 输入 and different 数量 to work optimally."
79,"Vision, or the ability to see depends on visual 系统的感觉器官, or 眼睛. There are many different constructions of 眼睛, ranging in 复杂程度 depending on the 需要 of the 生物体. The different constructions have different 功能, are sensitive to different 波长 and have differing 敏锐度 of vision, also they require different 处理方式 to make sense of the 输入 and different 数量的输入 to work optimally.","""锡克教 is a 宗教 from the Indian 次大陆. It originated in the 旁遮普 地区 during the 15th 世纪 from a sectarian 分裂 within the Hindu 传统. 锡克教徒 consider their 信仰 to be a separate 宗教 from 印度教 though they acknowledge its Hindu 源自 and 传统. 锡克教徒 call their 宗教 Gurmat, which is 旁遮普语 for ""路 of the 古鲁"". The 古鲁 is a fundamental 组成部分 of all Indian 宗教 but in 锡克教 has taken on an 地位 that forms the 核心 of Sikh 信仰. The 宗教 was founded in the 15th 世纪 by 古鲁·纳纳克 (1469–1539). There followed in 继承 a further nine 古鲁."""
80,"""锡克教 is a 宗教 from the Indian sub-continent. It originated in the Punjab 地区 during the 15th 世纪 from a sectarian 分裂 within the Hindu 传统. Sikhs consider their 信仰 to be a separate 宗教 from 印度教 though they acknowledge its Hindu 源自 and 传统. Sikhs call their 宗教 Gurmat, which is Punjabi for ""古鲁之路"". The 古鲁 is a fundamental 组成部分 of all Indian 宗教 but in 锡克教 has taken on an 地位 that forms the 核心 of Sikh 信仰. The 宗教 was founded in the 15th 世纪 by Guru Nanak (1469–1539). There followed in 随后 a further nine 古鲁.""","""注意力缺失症 is a neurological 综合症 whose classic defining 三种典型的限定症状 including 冲动, 注意力分散, and 多动 or excess 精力过剩. It is not a 学习能力缺失, it is a 学习障碍; it ""影响着全美儿童的 3% to 5%, perhaps as many as 2 million American 儿童"". 患有多动症的孩子 have a hard 时间 focusing on 事情 like 学校 作业, but they can concentrate on 事情 they enjoy doing like playing 游戏 or watching their favorite 卡通片 or 写一些 句子 without 标点符号. These 儿童 tend to get into a 很多 麻烦, because they ""做出危险行为, get into 打架, and challenge 权威"" in 顺序 to stimulate their 大脑, since their 大脑 can not be stimulated by normal 方法. ADD affects 关系 with other 同龄人 because other 儿童 can not understand why they act the 方式 that they do or why they spell they 方式 they do or that their 成熟 程度 is different."""
81,"""注意力缺失症 is a neurological 综合症 whose classic defining 症状 of 冲动 including impulsivity, distractibility, and hyperactivity or excess 精力过剩"". It is not a learning 能力缺失, it is a learning 障碍; it ""affects 3 to 5 百分之 of all 儿童, perhaps as many as 2 million American 儿童"". 患有多动症的孩子 have a hard 专心 focusing on 做事 like 做作业, but they can concentrate on 自己喜欢的事情 they enjoy doing like playing 游戏 or watching their favorite 卡通片 or writing 句子 without 标点符号. These 孩子 tend to get into a lot of 麻烦, because they ""engage in risky 行为, get into 打架, and challenge 权威"" in 为了 to stimulate their 大脑, since their 大脑 can not be stimulated by normal 方法. ADD affects 患病孩童 with other 同龄人 because other 儿童 can not understand why they act the 行为 they do or why they spell they 拼写 they do or that their 成熟程度 is different.","While 项目 based 学习 should make 学习 easier and more interesting, 支架式学习法 goes a 步 beyond. 支架式教学 is not a 方法 of 学习 but rather an 辅助 that provides 支持 to 人 whom are undergoing a new 学习 experience such as using a new 电脑 程序 or beginning a new 项目. 支架 can be both virtual and real, in other 词, a 老师 is a 形式 of 支架 but so is the little 回形针 小助手 in Microsoft Office. Virtual 支架 are internalized in the 软件 and are meant to question, prompt, and explain 程序 that may have been to challenging for the 学生 to handle alone."
82,"While 项目学习法 based 学习 should make 学习 easier and more interesting, 支架式学习法 goes a 步 beyond. 支架式教学 is not a 种 of 学习方法 but rather an 辅助 that provides 手段 to 人 whom are undergoing a new 学习 过程 such as using a new 电脑程序 or beginning a new 项目. 支架式教学 can be both virtual and real, in other words, a 老师 is a 形式 of 支架式教学 but so is the little 回形针小助手 in Microsoft Office. Virtual 支持 are internalized in the 软件 and are meant to question, prompt, and explain 程序 that may have been to challenging for the 学生 to handle alone.","MySpace is the third most popular 网站 used in the 美国 and has 54 million 注册帐号 currently. These 网站 have gotten a 很多 关注, especially in the 教育 领域. There are positive 好处 to these 网站, which include, being able to easily setup a 班级 页面 which can include 博客, 视频, 照片, and other 内容. This 页面 can easily be accessed by providing just one 网址, which makes it easy to remember and easy to type in for 学生 who may have 困难 using the 键盘 or with 拼写. It can be customized to make it easy to read and also with as much or little 颜色 as desired."
83,"MySpace is the third most popular 网站 used in the United 美国 and has 54 million 注册帐号 currently. These 网站 have gotten a lot of 关注, especially in the 教育 setting. There are positive 好处 to these 网站, which include, being able to easily setup a 班级 页面 which can include 博客, 视频, 照片, and other 内容. This 页面 can easily be accessed by providing just one 网址, which makes it easy to remember and easy to type in for 学生 who may have 困难 using the 键盘 or with 拼写. It can be customized to make it easy to read and also with as much or little 颜色 as desired.","However, in 6 1956, 赫鲁晓夫的 承诺 were put to the 考验 when 骚乱 in 波兰, where 工人 were protesting against 食品 短缺 and 减薪 cuts, turned into a general 抗议 against 共产主义. Although in the 最后, Krushchev sent in 坦克 to restore 秩序, he did give 让步 to some economic 要求 and agreed to appoint the popular 瓦迪斯瓦夫 哥穆尔卡 as the new prime 总理."
84,"However, in 1956 年 6 月, Krushchev's 承诺 were put to the 考验 when 骚乱 in 波兰, where 工人 were protesting against 食品短缺 and 减薪, turned into a general 抗议 against 共产主义制度本身. Although in the 最后, Krushchev sent in 坦克 to restore 秩序, he did give 让步 to some economic 要求 and agreed to appoint the popular Wladyslaw Gomulka as the new 总理.","德国 was a common 敌人 in 二战, leading to 合作 between the 苏联 and 美国. With the 结束 of the 战争 the 冲突 of 制度, 程序 and 文化 led to the 国 falling out. With two 年 of the end of the war, the former 盟友 were now 敌人 and the 冷战 began. It was to last for the next 40 年 and would be fought for real, by 代理军队, on 战场 from 非洲 to 亚洲, in 阿富汗, 古巴 and many other 地方."
85,"Germany was a common 敌人 in World War 2, leading to 合作 between the USSR and USA. With the 结束 of the 战争 the 冲突 of 制度, 程序 and 文化 led to the 两国 falling out. With two 年 of the 结束 of the 战争, the former 盟友 were now 敌人 and the Cold War began. It was to last for the next 40 年 and would be fought for real, by proxy 军队, on 战场 from Africa to Asia, in Afghanistan, Cuba and many other 地方.",The 神经系统 maintains 体内平衡 by sending 神经脉冲 through out the 身体 to keep the 流动 of 血液 going as well as undisturbed. These 神经脉冲 can be sent so quickly throughout the 身体 which helps keep the 身体 safe from any potential 威胁.
86,The 神经系统 maintains homeostasis by sending nerve impulses through out the 全身 to keep the 血液流动 of 体内 going as well as undisturbed. These nerve impulses can be sent so quickly throughout the 全身 which helps keep the 身体 safe from any potential 威胁.,"The 大金字塔 at 吉萨 is the only 奇迹 that is still standing 今天. Built by the 埃及人 in the third 世纪 公元前, the 大金字塔 is one of many large 金字塔 structures built to honor dead 法老. The 吉萨 高原, or ""吉萨 金字塔群"" in the 埃及 死亡之谷 contains several 金字塔 (of which the 大金字塔 is the largest), several small 坟墓, several 寺庙, and the great 狮身人面像. The 大金字塔 was created to honor the 法老 胡夫, and many of the smaller 金字塔, 坟墓, and 寺庙 were built to honor 胡夫's 妻子 and 家庭 成员."
87,"""The Great 金字塔 at Giza is the only one of the seven 奇迹 that is still standing today. Built by the 埃及人 in the third 世纪 BCE, the Great 金字塔 is one of many large 金字塔 built to honor dead 法老. The Giza 高原, or """"Giza 金字塔群"""" in the Egyptian 死亡之谷 contains several 金字塔 (of which the great 金字塔 is the largest), several small 坟墓, several 寺庙, and the great 狮身人面像. The great 金字塔 was created to honor the 法老 Khufu, and many of the smaller 金字塔, 坟墓, and 庙宇 were built to honor Khufu's 妻子 and 家庭成员.""","The 神庙 of 阿尔忒弥斯 at 以弗所 was destroyed on 7 21, 公元前 356 in an 纵火行为 committed by 赫洛斯塔图斯. According to the 故事情节, his 动机 was 名声 at any 代价. The 以弗所人, outraged, announced that 赫洛斯塔图斯' 名字 never be recorded. The Greek 历史学家 斯特拉博 later noted the 名字, which is how we know 今天. The 神庙 was destroyed on the same 当晚 that 亚历山大大帝 was born. 亚历山大大帝, as 国王, offered to pay to rebuild the 神庙, but his 提议 was denied. Later, after 亚历山大大帝 died, the 神庙 was rebuilt in 公元前 323."
88,"The 阿尔忒弥斯神庙 at Ephesus was destroyed on July 21, 356 BCE in an 纵火行为 of 出人头地 committed by Herostratus. According to the 故事情节, his 愿 was 不惜一切代价 at any 出人头地. The Ephesians, outraged, announced that Herostratus' 名 never be recorded. The Greek 历史学家 Strabo later noted the 名字, which is how we know today. The 圣殿 was destroyed on the same 当晚 that Alexander the Great was born. Alexander, as 亚历山大大帝, offered to pay to rebuild the 神庙, but his 提案 was denied. Later, after Alexander died, the 神庙 was rebuilt in 323 BCE.","The first known 交通方式 was walking, 人类 began walking upright two 万 年 ago with the 出现 of 直立人 (Homo Erectus) (meaning upright 人). Their 祖先, the 南方古猿 did not walk upright as habitually. Bipedal 特化 are found in 南方古猿 化石 from 4.2-3.9 million 年 ago, although 乍得沙赫人 may have walked on two 腿 as early as seven million years ago."
89,"The first known 交通方式 was walking, 人类 began walking upright two million 年前 ago with the 出现 of Homo Erectus (meaning upright 人). Their 祖先, the Australopithecus did not walk upright as habitually. Bipedal 特化 are found in Australopithecus 化石 from 4.2-3.9 million 年前 ago, although Sahelanthropus may have walked on two 腿 as early as seven million 年前 ago.","Using 船运 to transport 货物 is by far the most efficient 方式 to move large 大量 of 人员 and 货物 across 大洋. The 任务 of 海军 has traditionally been to ensure that your 国家 maintains the 能力 to move your 人员 and 货物, while at the same 时间, interfering with your 敌人's ability to move his 人员 and 货物. One of the most noteworthy recent 例子 of this was the 北大西洋 战役 of 二战. The 美国人 were trying to move 人员 and 物资 across the 大西洋 to help 英国. At the same time, the German 海军, using mainly U 型潜艇, was trying to stop this 运输. Had the 同盟国 failed, 德国 probably would have been able to conquer 英国 as it had the 其他 of 欧洲."
90,"Using 船运 to transport 人员和货物 is by far the most efficient 方式 to move large 大量 of 人员 and 货物 across 跨洋. The 海军 of 国家 has traditionally been to ensure that your 国家 maintains the 能力 to move your 人员 and 货物, while at the same 同时, interfering with your 敌人's 能力 to move his 人员 and 货物. One of the most noteworthy recent 例子 of this was the North Atlantic 战役 of WWII. The 美国人 were trying to move 人员和物资 across the Atlantic 大西洋 to help 英国. At the same 同时, the German 海军, using mainly U型潜艇, was trying to stop this 运输. Had the 同盟国 failed, 德国 probably would have been able to conquer 英国 as it had the 其他国家 of 欧洲.","The 发明 of spoke 辐轮 made Assyrian 战车 lighter, faster, and better prepared to outrun 士兵 and other 战车. 利箭 from their deadly 十字弓 could penetrate the 盔甲 of rival 士兵. About 1000 公元前, the 亚述人 introduced the first 骑兵. A 骑兵 is an 军队 that fights on 马背. The 马鞍 had not yet been invented, so the Assyrian 骑兵 fought on the bare 马背 of their 马."
91,"The 发明 of spoke 辐轮 made Assyrian 战车 lighter, faster, and better prepared to outrun 士兵 and other 战车. 利箭 from their deadly 十字弓 could penetrate the 盔甲 of rival 敌军. About 1000 B.C., the Assyrians introduced the first 骑兵. A 骑兵 is an 军队 that fights on 马背. The 马鞍 had not yet been invented, so the Assyrian 骑兵 fought on the bare 马背 of their 马.","The 巴比伦人 built each of their 神祇 a primary 主殿 that was considered the 居所 of the 神. 人们 would bring 祭品 to the 神祇 and the 牧师 would try to attend to the 需要 of the 神祇 through 仪式 and 节庆. Each 神殿 had an open temple 庭院 and then an inner 内殿 that only the 祭司 could enter. Sometimes special 金字塔 shaped 塔, called 金字形神塔, were built to be a 部分 of the 庙宇. The 塔顶 of the 塔 was special 圣地 for the 神."
92,"The 巴比伦人 built each of their 神祇 a primary 主殿 that was considered the 居所 of the 神. 人们 would bring 祭品 to the 神, and the 牧师 would try to attend to the 需要 of the 神 through 仪式 and 节庆. Each 神殿 had an open 庭院 and then an inner 内殿 that only the 祭司 could enter. Sometimes special 塔呈金字塔形状 structures, called 金字形神塔, were built to be a 部分 of the 庙宇. The 塔顶 of the 塔 was special 圣地 for the 上帝.","""Yes! 图坦卡蒙国王, sometimes referred to as ""图特王"" or ""少年国王"", is one of the most well known ancient Egyptian 国王 in modern 时代. Interestingly, he was not considered to be very important in ancient 时代 and was not recorded on most ancient 国王 名单. However, the 发现 of his 墓穴 in 1922 made him a 名人. While many 坟墓 of the 过去 were robbed, this 墓穴 was left virtually undisturbed. Most of the 陪葬品 buried with 图坦卡蒙 have been well preserved, including 数千 件 文物 made from precious 金属 and rare 宝石."""
93,"""Yes! 图坦卡蒙国王, sometimes referred to as ""图特王"" or ""The Boy 国王"", is one of the most well known ancient Egyptian 国王 in modern 现代. Interestingly, he was not considered to be very important in ancient 古代 and was not recorded on most ancient 国王的名单. However, the 发现 of his 墓穴 in 1922 made him a 名人. While many 过去的坟墓 were robbed, this 坟墓 was left virtually undisturbed. Most of the 陪葬品 buried with Tutankhamun have been well preserved, including thousands of 文物 made from precious 贵金属 and rare 宝石.""","We know many 政治家, 科学家, and 艺术家. Possibly the most known 人 of this 文化 is 荷马, the legendary blind 诗人, who composed two 杰作 of Greek 文学: the 诗 《伊利亚特》 and 《奥德赛》. 索福克勒斯 and 阿里斯托芬 are still popular 剧作家 and their 戏剧 are considered to be among the greatest 作品 of 世界 literature. Another famous 希腊 is a 数学家 毕达哥拉斯, mostly known for his famous 定理 about 关系 of the 边 of right 三角形."
94,"We know many Greek 政治家, 科学家, and 艺术家. Possibly the most known 人 of this 文化 is Homer, the legendary blind 诗人, who composed two 杰作 of Greek 文学: the 《伊利亚特》 and 《奥德赛》. Sophocles and Aristophanes are still popular 剧作家 and their 戏剧 are considered to be among the greatest 作品 of world 文学. Another famous Greek is a 数学家 Pythagoras, mostly known for his famous 定理 about 关系 of the 各边 of right 三角形.","In the warm 气候 of the 中东, the 房子 was not so important. Most of the 生活 of the Hebrew 家庭 happened in the open 空气. 女人 did the 做饭 in the 院子; 商店 were just open 柜台 looking into the 街道. 石头 was used for building 房屋. There were no large 森林 in the land of 迦南, so 木材 was extremely expensive."
95,"In the warm 气候 of the Middle East, the 房子 was not so important. Most of the 生活 of the Hebrew 家庭 happened in the open 户外. 女人们 did the 做饭 in the 院子; 商店 were just open 柜台 looking into the 街道. 石头 was used for building 房屋. There were no large 森林 in the 迦南, so 木材 was extremely expensive.","格陵兰岛 was settled sparsely. In the 北欧史诗萨迦 they say that 红胡子埃里克 the 红胡子 was exiled from 冰岛 for 谋杀, and when travelling further west, found 格陵兰岛 and named it 格陵兰岛. But regardless of his 发现, 爱斯基摩人 部落 were already living there at the 时间. Though each 国家 was '斯堪的纳维亚', there were many 差异 between the 民众, 国王, 习俗 and 历史 of 丹麦, 瑞典, 挪威 and 冰岛."
96,"Greenland was settled sparsely. In the Norse 萨迦 they say that Erik the Red was exiled from Iceland for 犯谋杀罪, and when travelling further west, found 陆地 and named it 格陵兰岛. But regardless of his 发现, Eskimo 爱斯基摩人 were already living there at the 当时. Though each 民众 was 'Scandinavian', there were many 差异 between the 民众, 国王, 习俗 and 历史 of Denmark, Sweden, Norway and Iceland.","While most of their 食物 would be familiar to us, 罗马人 did have their 份额 of strange or unusual 宴会 菜肴, including wild 野猪, 孔雀, 蜗牛, and a 类型 of 啮齿动物 called a 榛睡鼠 Another 不同之处 was that while the poor 人们 and the 女人 ate their food while sitting in 椅子, the rich 男人 liked to have 宴会 together where they would lounge on their 侧面 while they ate their 餐食. Ancient 罗马 meals couldn't have included 食物 that came to 欧洲 from 美洲 or from 亚洲 in later 世纪. For 实例, they didn't have 玉米, nor 西红柿, nor 土豆, nor 可可, and no ancient 罗马 ever tasted a 火鸡."
97,"While most of their 食物 would be familiar to us, Romans did have their 奇怪或不寻常的宴会菜肴, including wild 野猪, 孔雀, 蜗牛, and a 啮齿动物 called a 榛睡鼠 Another 不同之处 was that while the poor 穷人 and the 女人 ate their 饭 while sitting in 椅子, the rich 富人 liked to have 宴会 together where they would lounge on their 侧卧 while they ate their 饭. Ancient Roman 饮食 couldn't have included 食物 that came to 欧洲 from 美洲 or from 亚洲 in later 几个世纪. For instance, they didn't have 玉米, nor 西红柿, nor 土豆, nor 可可, and no ancient Roman ever tasted a 火鸡.","A 文明 is a singular 文化 shared by a significant large 人群 of 人群 who live and work co-operatively, a 社会. The 词 文明 comes from the Latin civilis, meaning civil, related to the Latin civis, meaning 公民, and civitas, meaning 城市 or 城邦, and that also somehow defines the 规模 of the 社会. 城邦 are the 前身 of 民族. A civilizational 文化 implies the 代代相传 of 知识 across several 代, a lingering cultural 足迹 and fair 传播. Minor 文化 often vanish without leaving relevant historic 证据 and fail to be recognized as proper 文明."
98,"A 文明 is a singular 文化 shared by a significant large 人群 of 共同生活、合作工作 who live and work co-operatively, a 社会. The 文明 一词 comes from the Latin civilis, meaning civil, related to the Latin civis, meaning 公民, and civitas, meaning 城市 or 城邦, and that also somehow defines the 规模 of the 社会. 城邦 are the 前身 of 民族. A civilizational 文化 implies the passing on of 知识 across several 代, a lingering cultural 足迹 and fair 传播. Minor 民族文化 often vanish without leaving relevant historic 证据 and fail to be recognized as proper 文明.","The 朱克杰宗 (Drukgyal Dzong) is a ruined 堡垒 and 寺庙 in the upper 部 of the 帕罗 区 (in 方德 村). It is said that in 1649, 扎布隆·阿旺·纳姆耶尔 created the 堡垒 to commemorate his 胜利 against the Tibetan-蒙古 军队. In 1951, a 火 caused for only some of the 遗迹 of the 朱克杰宗 to remain, such as the 雕像 of 扎布隆·阿旺·纳姆格亚尔. After the 火, the 堡垒 was preserved and protected, remaining to be one of 不丹's most sensational 景点."
