,claude,gpt4o
56,"The terrified الملك لويس XVI, الملكة ماري أنطوانيت their two young أطفال (11 عام old ماري تيريز and four عام old لويس-Charles) and the King's أخت, السيدة إليزابيث, on the 6th أكتوبر 1789 were forced back to باريس from فرساي by a حشد of سوق نساء. In a عربة, they traveled back to باريس surrounded by a حشد of ناس screaming and shouting تهديدات against the الملك and الملكة. The حشد of ناس forced the الملك And الملكة to have their عربة نوافذ wide open. At one نقطة a عضو of the حشد waved the رأس of a royal حارس killed at فرساي in أمام of the terrified الملكة.","The terrified الملك لويس السادس عشر, والملكة ماري أنطوانيت وطفلاهما الصغيران (ماري تيريزذات الـ11 عاماً ولويس تشارلز ذو الأربع أعوام) وأخت الملك، السيدة إليزابيث، في السادس من أكتوبر عام 1789، أُجبروا على الرجوع من فرساي إلى باريس بواسطة حشد من غوغاء نسوة السوق. في عربة، سافروا عودةً إلى باريس يحيط بهم حشد كبير من الناس الذين يصرخون ويهتفون ضد الملك والملكة. تمكنت مجموعة من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها. قام أحد أفراد العصابة في وقت ما بالتلويح برأس أحد أفراد الحرس الملكي المقتولين في فرساي أمام الملكة المذعورة."
57,"The terrified الملك لويس XVI, الملكة ماري أنطوانيت their two young أطفال (11 عام old ماري تيريز and four عام old لويس-Charles) and the King's أخت, السيدة إليزابيث, on the 6th أكتوبر 1789 were forced back to باريس from فرساي by a حشد of سوق نساء. In a عربة, they traveled back to باريس surrounded by a حشد of ناس screaming and shouting تهديدات against the الملك and الملكة. The حشد of ناس forced the الملك And الملكة to have their عربة نوافذ wide open. At one نقطة a عضو of the حشد waved the رأس of a royal حارس killed at فرساي in أمام of the terrified الملكة.","The terrified الملك لويس السادس عشر, والملكة ماري أنطوانيت وطفلاهما الصغيران (ماري تيريزذات الـ11 عاماً ولويس تشارلز ذو الأربع أعوام) وأخت الملك، السيدة إليزابيث، في السادس من أكتوبر عام 1789، أُجبروا على الرجوع من فرساي إلى باريس بواسطة حشد من غوغاء نسوة السوق. في عربة، سافروا عودةً إلى باريس يحيط بهم حشد كبير من الناس الذين يصرخون ويهتفون ضد الملك والملكة. تمكنت مجموعة من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها. قام أحد أفراد العصابة في وقت ما بالتلويح برأس أحد أفراد الحرس الملكي المقتولين في فرساي أمام الملكة المذعورة."
58,"Soon after the اندلاع of المناوشات, بريطانيا initiated a naval بمحاصرة of ألمانيا. The الإستراتيجية proved effective, cutting off vital military and civilian الإمدادات, although this blockade violated generally accepted international للقانون codified by several international اتفاقيات of the past two القرنين. بريطانيا mined international المياه to prevent any سفينة from entering entire قطاعاتٍ of المحيطات, causing يهدد to even neutral السفن. Since there was limited استجابة to this التكتيك, ألمانيا expected a similar رداً to its unrestricted الغواصات حرب.",سرعان ما بادرت بريطانيا بمحاصرة ألمانيا بحرًيا بعد اندلاع المناوشات. أثبتت الإستراتيجية فاعليتها؛ قطع الإمدادات الحيوية العسكرية والمدنية، على الرغم من انتهاك هذا الحصار للقانون الدولي المقبول بشكل عام والذي دُوّن ونُسّق في عدة اتفاقيات دولية خلال القرنين الماضيين. فقد لغمت بريطانيا المياه الدولية لمنع أي سفينة من دخول قطاعاتٍ كاملةٍ من المحيطات، الأمر الذي يهدد حتى السفن المحايدة. نظراً لوجود استجابة محدودة لهذا التكتيك، توقعت ألمانيا رداً مشابهاً على حرب الغواصات غير المقيدة الخاصة بها.
59,"Soon after the اندلاع of المناوشات, بريطانيا initiated a naval بمحاصرة of ألمانيا. The الإستراتيجية proved فاعليتها, cutting off vital العسكرية and civilian الإمدادات, although this الحصار violated generally accepted international للقانون codified by several international اتفاقيات of the past two القرنين. بريطانيا mined international المياه to prevent any سفينة from entering entire قطاعاتٍ of المحيطات, causing يهدد to even neutral السفن. Since there was محدودة استجابة to this التكتيك, ألمانيا expected a similar رداً to its unrestricted الغواصات حرب.",سرعان ما بادرت بريطانيا بمحاصرة ألمانيا بحرًيا بعد اندلاع المناوشات. أثبتت الإستراتيجية فاعليتها؛ قطع الإمدادات الحيوية العسكرية والمدنية، على الرغم من انتهاك هذا الحصار للقانون الدولي المقبول بشكل عام والذي دُوّن ونُسّق في عدة اتفاقيات دولية خلال القرنين الماضيين. فقد لغمت بريطانيا المياه الدولية لمنع أي سفينة من دخول قطاعاتٍ كاملةٍ من المحيطات، الأمر الذي يهدد حتى السفن المحايدة. نظراً لوجود استجابة محدودة لهذا التكتيك، توقعت ألمانيا رداً مشابهاً على حرب الغواصات غير المقيدة الخاصة بها.
60,"Across الولايات المتحدة الأمريكية, there are approximately 400,000 known حالة of التصلب المتعدد (ت م), leaving it as the leading neurological مرض in younger and middle aged البالغين. ت م is a مرض that affects the الجهاز العصبي المركزي, which is made up of the الدماغ, the الحبل الشوكي and the العصب البصري. الأبحاث has found that الإناث are two مرتين more likely to have التصلب المتعدد then الذكور.","Across the الولايات المتحدة الأمريكية, there are approximately 400,000 known حالة of Multiple التصلب (ت م), leaving it as the leading neurological مرض in younger and middle aged والبالغين. التصلب is a مرض that affects the central nervous الجهاز, which is made up of the الدماغ, the spinal الشوكي and the optic العصبي. الأبحاث has found that الإناث are مرتين more likely to have التصلب then الذكور."
61,The الدراسة found that الاكتئاب، والخوف والكوارث mediated the العلاقة between الألم and العجز in lower الظهر الألم يعانون. Only the آثار of الكارثة، not الاكتئاب and والخوف was conditional of regular weekly structured PA جلسات. Those participating in regular نشاطٍ required more الدعم in فيما يتعلق of negative بالتصور of الألم distinguishing the بين of chronic الألم and الراحة والشعور from normal physical حركة.,The الدراسة found that الاكتئاب، والخوف والكوارث mediated the العلاقة between الألم والعجز لدى من يعانون من آلام أسفل الظهر. فقط آثار الكارثة، وليس الاكتئاب والخوف كانت شرطًا في جلسات PA المنتظمة أسبوعياً. Those participating in نشاطٍ بدني منتظم احتاجت إلى المزيد من الدعم فيما يتعلق بالتصور السلبي للألم لكي يتمكن أفرادها من التمييز بين الألم المزمن والشعور بعدم الراحة الناتج عن حركة بدنية عادية.
62,"The modern رياضة of المبارزة is played at many مستويات، from الطلاب learning at a الجامعة to professional and Olympic منافسات. The رياضة is primarily played in a المنازلة، بنظام, one مبارز dueling another.","The modern رياضة of المبارزة is تُلعب at many مستويات، from الطلاب الذين يدرسون في الجامعة to professional and Olympic بمنافسات. The رياضة is primarily تُمارس in a المنازلة، بنظام, one مبارز dueling another."
63,"Internal التسمم may not be immediately apparent. أعراض, such as كالتقيؤ are sufficiently general that an immediate التشخيص cannot be made. The best مؤشر of internal التسمم may be the وجود of an open حاوية of أدوية or toxic المنزلية الكيميائية. Check the ملصق for specific الإسعافات الأولية إرشادات for that specific سم.","Internal التسمم may not be immediately apparent. أعراض, such as كالتقيؤ are sufficiently general that an immediate التشخيص cannot be made. The best مؤشر of internal التسمم may be the وجود of an open حاوية of للأدوية or السامة. المنزلية الكيميائية. راجع الملصق للتعرف على إرشادات الإسعافات الأولية الخاصة بالسم المحدد."
64,"To Check the الضحية, you must first survey the مسرح to ensure your سلامتك. You need to notice the وضعية as you approach him or her and any automatic red مؤشرات. If you get hurt trying to help, you may only serve to make الأمور worse.","To Check the الضحية، you must first survey the مسرح to ensure your سلامتك. You need to notice the الضحية's وضعية as you approach him or her and any automatic red مؤشرات. If you get hurt trying to help, you may only serve to make الأمور worse."
65,"To Check the الضحية, you must first survey the مسرح to ensure your سلامتك. You need to notice the وضعية as you approach him or her and any automatic red مؤشرات. If you get hurt trying to help, you may only serve to make الأمور worse.","To Check the الضحية، you must first survey the مسرح to ensure your سلامتك. You need to notice the الضحية's وضعية as you approach him or her and any automatic red مؤشرات. If you get hurt trying to help, you may only serve to make الأمور worse."
66,There are a الكثير of social and political الآثار such as the استخدام of النظام المتري، a والتحول from الاستبداد to الجمهوري، والقومية، and the والاعتقاد the البلاد belongs to the للشعب not to one sole للحاكم. Also after the الثورة، المهن were open to all male المتقدّمين allowing the most طموحاً and ونجاحاً to succeed. Same goes for the الجيش because instead of الجيش تصنيفات being based on الطبقة، they were now based on الأعيرة. The الثورة الفرنسية also inspired many other repressed العاملة class people of other country's to began their own ثوراتهم.,هناك الكثير من الآثار الاجتماعية والسياسية مثل استخدام النظام المتري، والتحول من الاستبداد إلى النظام الجمهوري، والقومية، والاعتقاد بأن البلاد ملك للشعب وليس للحاكم وحده. كما أنه من بعد الثورة، كانت المهن مفتوحةً لجميع المتقدّمين الذكور ممّا سمح للأكثر طموحاً ونجاحاً بالنجاح. الشيء نفسه ينطبق على الجيش لأنه بدلاً من أن تستند تصنيفات الجيش إلى الطبقة، فقد أصبحت الآن تعتمد على الأعيرة. لقد ألهمت الثورة الفرنسية أيضاً العديد من أبناء الطبقة العاملة المُضطهدة الآخرين في البلدان الأخرى لنزع فتيل ثوراتهم.
67,There are a الكثير of social and political الآثار such as the استخدام of النظام المتري، a والتحول from الاستبداد to الجمهوري، والقومية، and the والاعتقاد the البلاد belongs to the للشعب not to one sole للحاكم. Also after the الثورة، المهن were open to all male المتقدّمين allowing the most طموحاً and ونجاحاً to succeed. Same goes for the الجيش because instead of الجيش تصنيفات being based on الطبقة، they were now based on الأعيرة. The الثورة الفرنسية also inspired many other repressed العاملة class people of other country's to began their own ثوراتهم.,هناك الكثير من الآثار الاجتماعية والسياسية مثل استخدام النظام المتري، والتحول من الاستبداد إلى النظام الجمهوري، والقومية، والاعتقاد بأن البلاد ملك للشعب وليس للحاكم وحده. كما أنه من بعد الثورة، كانت المهن مفتوحةً لجميع المتقدّمين الذكور ممّا سمح للأكثر طموحاً ونجاحاً بالنجاح. الشيء نفسه ينطبق على الجيش لأنه بدلاً من أن تستند تصنيفات الجيش إلى الطبقة، فقد أصبحت الآن تعتمد على الأعيرة. لقد ألهمت الثورة الفرنسية أيضاً العديد من أبناء الطبقة العاملة المُضطهدة الآخرين في البلدان الأخرى لنزع فتيل ثوراتهم.
68,"الجميع participates في المجتمع and uses أنظمة المواصلات. الجميع complains about أنظمة المواصلات. In البلدان المتقدمة you seldom hear مستويات similar of الشكاوى about جودة المياه or الجسور falling down. Why do أنظمة النقل engender such complaints, why do they fail on a daily يومي؟ Are مهندسو النقل just incompetent? Or is شيئاً more fundamental going on?",الجميع participates في المجتمع ويستخدمون أنظمة المواصلات. تقريباً الجميع يشتكي من أنظمة المواصلات. نادراً ما تسمع في البلدان المتقدمة مستويات مماثلة من الشكاوى حول جودة المياه أو الجسور التي تسقط. لماذا تولد أنظمة النقل مثل هذه الشكاوى، ولماذا تفشل بشكل يومي؟ هل مهندسو النقل غير أكفاء؟ أم أن هناك شيئاً أكثر جوهرية يحدث؟
69,"الجميع participates في المجتمع and uses أنظمة المواصلات. الجميع complains about أنظمة المواصلات. In البلدان المتقدمة you seldom hear مستويات similar of الشكاوى about جودة المياه or الجسور falling down. Why do أنظمة النقل engender such complaints, why do they fail on a daily يومي؟ Are مهندسو النقل just incompetent? Or is شيئاً more fundamental going on?",الجميع participates in المجتمع and uses أنظمة المواصلات. Almost الجميع complains about أنظمة المواصلات. In المتقدمة البلدان you seldom hear similar مستويات of الشكاوى حول جودة المياه أو الجسور التي تسقط. لماذا do أنظمة النقل engender such الشكاوى، لماذا do they fail on a daily يومي؟ هل مهندسو النقل just incompetent? أم أن هناك شيئاً أكثر جوهرية يحدث؟
70,"حركة المرور is the دراسة of the حركة of individual السائقين and المركبات between two نقطتين and the والتفاعلات they make with بعضهم البعض. Unfortunately, studying حركة السير is صعبة because سلوك السائق cannot be توقع with one-hundred في المئة. Fortunately, السائقون tend to التصرّف within a معقول الاتساق; thus, حركة المرور tend to have some معقول باتساق and can be التعبير عنها رياضيّاً. To better توضيح حركة المرور, علاقات have been أقيمت between the three main الخصائص: (1) التدفق, (2) الكثافة, and (3) السرعة. These العلاقات help in تخطيط, وتصميمها, and وتشغيلها of الطرق مرافق.",حركة المرور هي دراسة حركة السائقين و المركبات الفردية بين نقطتين والتفاعلات التي يقومون بها مع بعضهم البعض. للأسف، دراسة حركة السير صعبة لأنه لا يمكن توقع سلوك السائق بيقين مائة في المئة. لحسن الحظ، يميل السائقون إلى التصرّف في نطاق معقول الاتساق؛ بهذا، تتمتع حركة المرور باتساق معقول، ويمكن التعبير عنها رياضيّاً بالتقريب. ولتوضيح تدفق حركة المرور بشكل أفضل، أقيمت علاقات بين الخصائص الرئيسية الثلاثة: (1) التدفق (2) الكثافة، و (3) السرعة. تساعد هذه العلاقات في تخطيط مرافق الطرق وتصميمها وتشغيلها.
71,"حركة المرور is the دراسة of the حركة of individual السائقين and المركبات between two نقطتين and the تفاعلات they make with بعضهم البعض. Unfortunately, studying حركة المرور is صعبة because سلوك السائق cannot be توقع with مائة في المئة certainty. Fortunately, السائقون tend to التصرّف within a معقول الاتساق range; thus, حركة المرور streams tend to have some معقول اتساق and can be roughly التعبير عنها رياضيّاً. To better represent تدفق حركة المرور, علاقات have been established between the three main الخصائص: (1) التدفق, (2) الكثافة, and (3) السرعة. These العلاقات help in تخطيط, تصميم, and تشغيل of الطرق مرافق.",حركة المرور هي دراسة حركة السائقين و المركبات الفردية بين نقطتين والتفاعلات التي يقومون بها مع بعضهم البعض. للأسف، دراسة حركة السير صعبة لأنه لا يمكن توقع سلوك السائق بيقين مائة في المئة. لحسن الحظ، يميل السائقون إلى التصرّف في نطاق معقول الاتساق؛ بهذا، تتمتع حركة المرور باتساق معقول، ويمكن التعبير عنها رياضيّاً بالتقريب. ولتوضيح تدفق حركة المرور بشكل أفضل، أقيمت علاقات بين الخصائص الرئيسية الثلاثة: (1) التدفق (2) الكثافة، و (3) السرعة. تساعد هذه العلاقات في تخطيط مرافق الطرق وتصميمها وتشغيلها.
72,"The تجربة هيرشي وتشيس was one of the leading الدلائل that الحمض النووي was a genetic مادة. هيرشي وتشيس used العاثيات, or الفيروسات, to implant their own الحمض النوويّ into a الجراثيم. They did two تجربتين marking either the الحمض النووي in the العاثيات with a radioactive فوسفور or the بروتينها of the العاثيات with radioactive كبريت.",The هيرشي وتشيس تجربة كانت واحدة من الدلائل الرئيسية على أن النووي مادة وراثية. هيرشي وتشيس استخدم العاثيات أو الفيروسات لإدخال النووي الخاصّ بهما إلى الجراثيم. قاموا بتجربتين لوسم إما النووي في العاثيات مستخدمين فوسفور مشع أو بروتينها بكبريت مشع.
73,"للطفرات can have a مجموعة متنوعة of different الآثار depending on the نوع of طفرة, the أهميّة of the قطعة of genetic المادّة affected and whether the الخلايا affected are خلايا الخط الإنتاشي. Only الطفرات in خلايا الخط الجرثومي can be passed on to الأطفال, while الطفرات elsewhere can cause موت الخلايا or السرطان.",للطفرات can have مجموعة متنوعة من الآثار المختلفة depending on نوع الطفرة، وأهميّة قطعة المادّة الوراثيّة المتأثّرة وما إذا كانت الخلايا المتأثرة من خلايا الخط الإنتاشي. يمكن فقط نقل الطفرات في خلايا الخط الجرثومي إلى الأطفال، بينما يمكن أن تسبب الطفرات في أماكن أخرى موت الخلايا أو السرطان.
74,"للطفرات can have a مجموعة متنوعة of different الآثار depending on the نوع of طفرة, the أهميّة of the قطعة of genetic المادّة affected and whether the الخلايا affected are الخط الإنتاشي. Only الطفرات in خلايا الخط الجرثومي can be passed on to الأطفال, while الطفرات elsewhere can cause موت الخلايا or السرطان.",للطفرات can have مجموعة متنوعة من الآثار المختلفة depending on نوع الطفرة، وأهميّة قطعة المادّة الوراثيّة المتأثّرة وما إذا كانت الخلايا المتأثرة من خلايا الخط الإنتاشي. يمكن فقط نقل الطفرات في خلايا الخط الجرثومي إلى الأطفال، بينما يمكن أن تسبب الطفرات في أماكن أخرى موت الخلايا أو السرطان.
75,"الماعز seem to have been first domesticated roughly 10,000 عام ago in جبال زاغروس of إيرانية. Ancient الثقافات and القبائل began to keep them for easy الوصول to الحليب, الشعر, اللحوم, and الجلود. Domestic الماعز were generally kept in قطعان that wandered on التلال or other مناطق الرعي, often tended by رعاة الماعز who were frequently أطفالاً or مراهقين, similar to the more widely known الراعي. These طرق of الرعي are still used اليوم.","الماعز seem to have been first domesticated roughly 10,000 عام ago in the زاغروس جبال of إيران. Ancient الثقافات والقبائل began to keep them for easy الوصول to الحليب, الشعر, اللحوم, and الجلود. Domestic الماعز were generally kept in قطعان that wandered on التلال or other الرعي مناطق, often tended by رعاة الماعز who were frequently أطفالاً or مراهقين, similar to the more widely known الراعي. These طرق of الرعي are still used حتى اليوم."
76,"الغولف is a لعبة in which اللاعبون use العصيّ to hit كرات into الثقوب. Eighteen حفرةٍ are played during a regular الجولة, with اللاعبون usually starting on the first حفرة in the الملعب and finishing on the الثامنة عشرة. The اللاعب who takes the fewest الضربات, or التلويحات بالمضرب, to complete the الدورة يفوز. The لعبة is played on العشب, and the العشب around the حفرة is mown shorter and called the الخضراء.","""الغولف لعبة فيها اللاعبون يستخدمون العصيّ لضرب كرات في الثقوب. يتم لعب ثماني عشرة حفرةٍ خلال الجولة العادية، حيث يبدأ اللاعبون عادةً من أول حفرة في الملعب وينتهون في الثامنة عشرة. اللاعب الذي يقوم بأقل عدد من الضربات، أو التلويحات بالمضرب، لإكمال الدورة يفوز. تُمارَس اللعبة على العشب، ويُقصّ العشب المحيط بالحفرة وتُسمّى """"الخضراء""""."""
77,"الغولف is a لعبة in which اللاعبون use العصيّ to hit كرات into الثقوب. Eighteen حفرةٍ are played during a regular الجولة, with اللاعبون usually starting on the first حفرة in the الملعب and finishing on the الثامنة عشرة. The اللاعب who takes the fewest الضربات, or التلويحات بالمضرب, to complete the course يفوز. The لعبة is played on العشب, and the العشب around the حفرة is mown shorter and called the الخضراء.","""الغولف لعبة فيها اللاعبون يستخدمون العصيّ لضرب كرات في الثقوب. يتم لعب ثماني عشرة حفرةٍ خلال الجولة العادية، حيث يبدأ اللاعبون عادةً من أول حفرة في الملعب وينتهون في الثامنة عشرة. اللاعب الذي يقوم بأقل عدد من الضربات، أو التلويحات بالمضرب، لإكمال الدورة يفوز. تُمارَس اللعبة على العشب، ويُقصّ العشب المحيط بالحفرة وتُسمّى """"الخضراء""""."""
78,"العلم's main الهدف is to figure out the الطريقة the العالم works through the منهجٍ علميٍ. This الطريقة in الواقع guides most scientific البحث. It isn't alone though, التجريب, and an تجربة is a اختبار that is used to eliminate one or more of the possible فرضيات, asking questions, and making ملاحظات also guide scientific research.",للعلم’s الهدف الرئيسي هو معرفة الطريقة التي يعمل بها العالم من خلال منهجٍ علميٍ. هذه الطريقة في الواقع ترشد معظم البحث العلمي. وبالرغم من هذا فليس وحده، التجريب، والتجربة هو الاختبار الذي يمكن استخدامه لتفنيد واحدة أو أكثر من الفرضيات المحتملة؛ طرح الأسئلة وإجراء الملاحظات يوجه البحث العلمي أيضاً.
79,"العلم's main الهدف is to figure out the الطريقة the العالم works through the منهجٍ علميٍ. This الطريقة in الواقع guides most scientific البحث. It isn't alone though, التجريب, and an التجربة is a الاختبار that is used to eliminate one or more of the possible الفرضيات, asking questions, and making الملاحظات also guide scientific research.",للعلم الهدف الرئيسي هو معرفة الطريقة التي يعمل بها العالم من خلال منهجٍ علميٍ. هذه الطريقة في الواقع ترشد معظم البحث العلمي. وبالرغم من هذا فليس وحده، التجريب والتجربة الاختبار الذي يمكن استخدامه لتفنيد واحدة أو أكثر من الفرضيات المحتملة؛ طرح الأسئلة وإجراء الملاحظات يوجه البحث العلمي أيضاً.
80,"الأعاصير strike a مساحة compared to other violent العواصف, but they can destroy الأخضر واليابس in their طريقها. الأعاصير تقتل الأشجار وتمزق الألواح from المباني and fling بالسيارات up into the السماء. The most violent 2% of الأعاصير last more than three ساعات. These الوحشية storms have الأعاصير up to 480 كم/ساعة (133 م/ث؛ 300 ميل/س).",الأعاصير تضرب مساحة محدودة بالمقارنة بالعواصف الشديدة الأخرى، وبالرغم من ذلك، بإمكانها تدمير الأخضر واليابس في طريقها. يمكن للأعاصير أن تقتل الأشجار وتمزق الألواح من المباني وتحلق بالسيارات إلى السماء. تدوم أعنف 2% من الأعاصير لمدة تصل إلى أكثر من ثلاث ساعات. تصل سرعة هذه العواصف الوحشية إلى 480 كم/ساعة (133 م/ث؛ 300 ميل/س).
81,"الأعاصير strike a مساحة compared to other violent العواصف, but they can destroy الأخضر واليابس in their طريقها. الأعاصير تقتل الأشجار وتمزق الألواح from المباني and fling بالسيارات up into the السماء. The most violent 2% من الأعاصير last more than three ساعات. These الوحشية storms have العواصف up to 480 كم/ساعة (133 م/ث؛ 300 ميل/س).",الأعاصير تضرب مساحة محدودة بالمقارنة بالعواصف الشديدة الأخرى، وبالرغم من ذلك، بإمكانها تدمير الأخضر واليابس في طريقها. يمكن للأعاصير أن تقتل الأشجار وتمزق الألواح من المباني وتحلق بالسيارات إلى السماء. تدوم أعنف 2% من الأعاصير لمدة تصل إلى أكثر من ثلاث ساعات. تصل سرعة هذه العواصف الوحشية إلى 480 كم/ساعة (133 م/ث؛ 300 ميل/س).
82,"البشر have been making and using العدسات for للتكبير for آلاف and آلاف of السنين. However, the first true تلسكوبات were made in أوروبا in the late 16th القرن. These تلسكوبات used a تجميعاً of two lenses to make distant الأشياء appear both nearer and larger.",البشر have been making and using العدسات للتكبير منذ آلاف و وآلاف السنين. لكن the first true تلسكوبات were made in أوروبا in the late 16th القرن. These التلسكوبات used a تجميعاً of two عدستين to make distant الأشياء appear both nearer and larger.
83,"البشر have been making and using العدسات for للتكبير for آلاف and آلاف of السنين. However, the first true تلسكوبات were made in أوروبا in the late 16th القرن. These تلسكوبات used a تجميعاً of two lenses to make distant الأشياء appear both nearer and larger.",البشر have been making and using العدسات للتكبير منذ آلاف و وآلاف السنين. لكن the first true تلسكوبات were made in أوروبا in the late 16th القرن. These التلسكوبات used a تجميعاً of two عدستين to make distant الأشياء appear both nearer and larger.
84,"محمد was deeply interested in الأمور beyond this mundane الحياة. He used to frequent a غار that became known as ""حراء"" on the جبل ""النور"" (light) for التأمّل. The غار itself, which survived the العصور, gives a very vivid صورة of Muhammad's spiritual الميول. Resting on the قمة of one of the الجبال north of مكة, the غار is completely isolated from the بقية of the العالم. In الحقيقة, it is not easy to find at all even if one knew it existed. Once inside the غار, it is a total عزلة. لا شيء can be seen other than the clear, beautiful السماء above and the many surrounding الجبال. Very little of this العالم can be seen or heard from inside the غار.","محمد was deeply interested in الأمور beyond this الدنيويّة. He used to frequent a غار that became known as “حراء” on the جبل of “النور” for التأمّل. The غار itself, which survived the العصور، gives a very vivid صورة of محمد’s spiritual الروحية. Resting on the قمة of one of the الجبال شمال مكة, the الكهف is completely معزول عن بقية العالم. In الحقيقة، it is not easy to find at all even if one knew it existed. Once inside the الكهف, it is a total عزلةٍ. ولا شيء can be seen other than the الصافية الجميلة السماء above and the الكثيرة surrounding الجبال. Very القليل of هذا العالم can be seen or heard from داخل the الكهف."
85,"طرق العربات were built في إنجلترا as early as القرن السادس عشر. Although عربات السكك الحديدية merely consisted of ألواحٍ متوازيةٍ of خشبيةٍ, they allowed للخيول pulling them to achieve سرعاتٍ أكبر and pull أحمالٍ أكبر than on the slightly more وعرةٍ بالطرق of التوقيت. قضبان القطارات were introduced fairly early to hold المسارات in place. Gradually, however, it was realised that tracks would be more efficient if they had a شريط حديدي on the أعلى. This became عرف متبع, but الحديد caused more التآكل on the العجلات الخشبية of العربات. Eventually, العجلات الخشبية were replaced by عجلات حديدية. In 1767, the first full-قضبان حديدية were introduced.","طرق العربات were built in إنجلترا as early as the 16th القرن. Although عربات السكك merely consisted of parallel ألواحٍ خشبيةٍ, they allowed الخيول pulling them to achieve greater سرعاتٍ and pull larger أحمالٍ than on the slightly more وعرةٍ بالطرق of the التوقيت. قضبان were introduced fairly early to hold the المسارات، in place. Gradually, however, it was realised that المسارات، would be more efficient if they had a stip of حديدي on the أعلى. This became common عرف, but the الحديد caused more التآكل on the الخشبية للعجلات of the العربات. Eventually, الخشبية للعجلات were replaced by حديدية للعجلات. In 1767، the first full-iron قضبان were introduced."
86,"طرق العربات were built في إنجلترا as early as القرن السادس عشر. Although عربات السكك الحديدية merely consisted of ألواحٍ متوازيةٍ of خشبيةٍ, they allowed للخيول pulling them to achieve سرعاتٍ أكبر and pull أحمالٍ أكبر than on the slightly more وعرةٍ بالطرق of التوقيت. قضبان القطارات were introduced fairly early to hold المسارات in place. Gradually, however, it was realised that tracks would be more efficient if they had a شريط حديدي on the أعلى. This became عرف متبع, but الحديد caused more التآكل on the العجلات الخشبية of العربات. Eventually, العجلات الخشبية were replaced by عجلات حديدية. In 1767, the first full-قضبان حديدية were introduced.","طرق العربات were built in إنجلترا as early as the 16th القرن. Although عربات السكك merely consisted of parallel ألواحٍ خشبيةٍ, they allowed الخيول pulling them to achieve greater سرعاتٍ and pull larger أحمالٍ than on the slightly more وعرةٍ بالطرق of the ذلك التوقيت. قضبان were introduced fairly early to hold the المسارات، in place. Gradually, however, it was realised that المسارات، would be more efficient if they had a حديدي on the أعلى. This became common عرف, but the الحديد caused more التآكل on the الخشبية للعجلات of the العربات. Eventually, الخشبية للعجلات were replaced by حديدية للعجلات. In 1767، the first full-iron قضبان were introduced."
87,"للرومانسية had a large عنصراً of cultural الحتمية, drawn from كتّاب such as جوته وفيشت وشليغل. In the سياق of الرومانسية, the الجغرافيا molded الأفراد, and over الوقت العادات and والثقافة related to that الجغرافيا arose, and these, being in وئام with the مكان of the المجتمع, were better than arbitrarily imposed القوانين.",كان للرومانسية عنصراً كبيراً من الحتمية الثقافية مستمدة من كتّاب مثل جوته وفيشت وشليغل. في سياق الحركة الرومانسية، شكلت الجغرافيا الأفراد، وبمرور الوقت نشأت العادات والثقافة المتصلة بتلك الجغرافيا، وكان هؤلاء، باعتبارهم في وئام مع مكان المجتمع، أفضل من القوانين المفروضة تعسفيًا.
88,"""الحتمية التكنولوجية is a مصطلح that encompasses a مجموعة واسعة of الأفكار in الممارسة, from التكنولوجيا دفع or the الضرورة التكنولوجية to a الشعور الصارم that human مصير is مدفوع by an بمنطق أساسي associated with القوانين العلمية and their مظاهرها in التكنولوجيا. Most تفسيرات of الحتمية التكنولوجية share two فكرتان عامتان: that the تطور of التكنولوجيا نفسها follows a مسارا largely beyond التأثير الثقافي or السياسي, and that this التكنولوجيا in بدورها has """"تأثيرات"""" on المجتمعات that are المتأصلة, rather than socially conditioned. For مثال, one might say that the محرك السيارة necessarily leads to the تطوير of الطرق. However, a شبكة طرق بامتداد البلاد is not ذا جدوى اقتصادية for just a حفنة of السيارات, so new طرق of إنشاء are developed to reduce the تكلفة of ملكية سيارة. الامتلاك الجماعي للسيارات also leads to a higher معدل of الحوادث on the الطرق, which leads to the ابتكار of new تقنيات in الرعاية الصحية for repairing الأجسام المتضررة.""","""الحتمية التكنولوجية is a مصطلح that encompasses a wide مجموعة of الأفكار in الممارسة, from التكنولوجيا دفع or the التكنولوجية الضرورة to a strict الشعور that human مصير is driven by an underlying بمنطق associated with scientific القوانين and their مظاهرها in التكنولوجيا. Most تفسيرات of الحتمية التكنولوجية share two general فكرتان: that the تطوّر of التّكنولوجيا itself follows a مساراً largely beyond cultural or political التأثير, and that التكنولوجيا بدورها has """"تأثيراتٍ"""" on المجتمعات that are inherent, rather than socially conditioned. For سبيل المثال, one might say that the محرك السيارة necessarily leads to the تطوير of الطرق. However, a nationwide طرق شبكة is not economically viable for just a المتأصّلة، of السيارات، so new طرق of إنشاء are developed to reduce the تكلفة of سيارة ملكية. الجماعي سيارة ملكية also leads to a higher معدل of الحوادث on the طرق, which leads to the ابتكار of جديدة تقنيات in الصحية for علاج الأجسام المتضررة."""
